"MU";"5107065";"      Querência";"-";"3000";"-";"-";"-";"4800";"-";"3000";"4200";"5700";"5989";"5082";"6600";"2283";"5981";"5390";"5075";"6600";"5700";"5100";"6180";"6600"
"MU";"5107792";"      Santo Antônio do Leste";"4319";"3507";"3034";"4530";"4530";"4000";"3268";"4320";"4972";"6000";"6300";"6000";"6240";"3800";"6013";"5700";"6600";"6600";"5580";"6300";"6840";"6600"
"MI";"51011";"    Médio Araguaia";"-";"-";"-";"-";"-";"3800";"-";"-";"3600";"3716";"-";"6319";"6319";"4332";"5069";"4361";"4720";"5752";"5114";"6000";"5990";"5453"
"MU";"5101001";"      Araguaiana";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"...";"3600";"4500";"4707";"5734";"5238";"6000";"7200";"5700"
"MU";"5101803";"      Barra do Garças";"-";"-";"-";"-";"-";"3800";"-";"...";"3600";"3716";"...";"6319";"6319";"4200";"6255";"4800";"5100";"6600";"5100";"6000";"5800";"5700"
"MU";"5103106";"      Cocalinho";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"...";"-";"...";"4800";"5400";"3800";"3800";"4800";"5100";"6000";"5700";"4200"
"ME";"5103";"  Sudoeste Mato-grossense";"3000";"2961";"3130";"4380";"4141";"3680";"4966";"3428";"3230";"5322";"5153";"5026";"5190";"4683";"5694";"5380";"6133";"5532";"5218";"4986";"6386";"6027"
"MI";"51012";"    Alto Guaporé";"3000";"2500";"-";"1563";"1563";"2964";"4518";"3000";"3000";"3857";"3614";"4277";"5083";"4536";"4885";"5588";"5913";"5274";"4915";"5350";"6228";"6578"
"MU";"5103361";"      Conquista D'Oeste";"-";"2500";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5100";"3587";"5400";"6000";"6000";"5880";"5100";"5100";"6350";"6600"
"MU";"5106182";"      Nova Lacerda";"3000";"-";"-";"-";"-";"4180";"4579";"3000";"3000";"3000";"3000";"4200";"5100";"4200";"4800";"7014";"6000";"5100";"4800";"5300";"6400";"6500"
"MU";"5106752";"      Pontes e Lacerda";"-";"-";"-";"1600";"1600";"2000";"-";"3000";"3000";"4200";"4000";"4800";"5400";"5100";"5100";"5400";"5700";"5400";"5100";"5300";"6350";"6600"
"MU";"5108352";"      Vale de São Domingos";"-";"-";"-";"-";"-";"-";"4516";"-";"-";"-";"-";"-";"...";"4200";"-";"4900";"-";"-";"-";"-";"-";"-"
"MU";"5105507";"      Vila Bela da Santíssima Trindade";"-";"-";"-";"1500";"1500";"2000";"-";"3000";"3000";"4200";"3500";"3500";"4800";"4440";"4440";"5400";"6000";"5100";"4800";"5500";"6000";"6600"
"MI";"51013";"    Tangará da Serra";"3000";"3000";"3052";"4454";"4192";"3750";"4206";"3600";"3306";"5852";"5567";"5408";"5286";"4746";"5942";"5387";"6268";"5685";"5387";"4793";"6507";"5827"
"MU";"5101704";"      Barra do Bugres";"-";"-";"1605";"2000";"2000";"-";"-";"-";"-";"-";"-";"-";"2500";"2500";"2500";"3000";"4200";"4200";"3500";"3599";"4200";"4200"
"MU";"5103452";"      Denise";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1500";"...";"...";"3511";"3511";"4808";"8000";"5109";"4824";"5049";"5043";"5500";"5371"
"MU";"5106232";"      Nova Olímpia";"-";"-";"-";"-";"1440";"-";"2533";"-";"-";"-";"-";"-";"-";"-";"-";"8000";"6000";"6000";"7000";"5609";"5812";"6003"
"MU";"5106851";"      Porto Estrela";"-";"-";"-";"-";"-";"-";"3030";"-";"-";"-";"-";"-";"-";"2000";"2500";"2800";"3200";"3500";"3500";"3500";"3600";"3500"
"MU";"5107958";"      Tangará da Serra";"3000";"3000";"3079";"4500";"4500";"3750";"4265";"3600";"3306";"5853";"5567";"5408";"5393";"4800";"5976";"5400";"6301";"5700";"5401";"4801";"6540";"5881"
"MI";"51014";"    Jauru";"-";"2429";"6405";"6212";"6212";"3505";"5247";"3000";"3679";"4765";"4162";"4102";"4044";"4485";"4699";"2229";"5071";"5625";"5570";"5339";"5686";"4543"
"MU";"5101258";"      Araputanga";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4000";"5000";"5000";"6000";"2400";"-";"-";"-";"-";"-";"-"
"MU";"5103809";"      Figueirópolis D'Oeste";"-";"-";"-";"-";"-";"-";"-";"3000";"3000";"3000";"3000";"2800";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"MU";"5103957";"      Glória D'Oeste";"-";"-";"4000";"5600";"5600";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"MU";"5104500";"      Indiavaí";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"MU";"5105002";"      Jauru";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"MU";"5105234";"      Lambari D'Oeste";"-";"-";"-";"-";"-";"3900";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1200";"5100";"6000";"6000";"6000";"3000";"5000"
"MU";"5105622";"      Mirassol d'Oeste";"-";"2500";"-";"-";"-";"3400";"-";"3000";"4000";"6000";"4710";"4537";"4080";"3000";"3497";"-";"-";"-";"-";"-";"-";"-"
"MU";"5106828";"      Porto Esperidião";"-";"2000";"-";"-";"-";"-";"3306";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"MU";"5107156";"      Reserva do Cabaçal";"-";"-";"-";"-";"-";"-";"5414";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-"
"MU";"5107206";"      Rio Branco";"-";"-";"-";"-";"-";"-";"3104";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"MU";"5107750";"      Salto do Céu";"-";"-";"-";"-";"-";"-";"4310";"-";"-";"-";"-";"-";"-";"4800";"4560";"3000";"4800";"6000";"5400";"4919";"6300";"4500"
"MU";"5107107";"      São José dos Quatro Marcos";"-";"-";"6972";"6500";"6500";"-";"5504";"-";"-";"-";"3500";"3500";"3500";"-";"6000";"-";"5400";"5000";"5400";"5267";"5100";"4400"
